"Name","Vetic Variant ID","Clinic ID","Clinic Name","Mapped Clinic Name","In Hand Quantity","Bad Inventory Count","Priority"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","6ecb778d-a286-4e90-b9b7-1e101d6649d1","Nibble Kind, Lower Parel, Mumbai","Lower Parel","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","5d39e6cd-e768-4f2a-83b3-d49358d6b050","Nibble Kind, Powai, Mumbai","Powai","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","5d9b6915-e35a-4cdc-aaed-73243c9db120","Nibble Kind, Santacruz, Mumbai","Santacruz","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","9b8df3be-fa4d-44ae-9af0-6243d5bfb66b","Regal Bites, Adyar, Chennai","Adyar","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","c891cc18-2f3f-46d8-b92a-77f1231a275e","Regal Bites, Anna Nagar, Chennai","Anna Nagar","4","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","eba50778-2ecd-49e5-a793-4be86cbb7126","Regal Bites, Dwarka Sector 17, New Delhi","Dwarka Sector 17","2","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","e26a4b34-7a32-4544-9392-858a32f6bb00","Regal Bites, SDA Market, New Delhi","SDA Market","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","9d053fe8-d23c-41bd-981d-c1c16c6547fd","TAMS Borivali, Mumbai","Borivali","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","ec15d076-faa7-4fda-a8de-eaf08b99a6ee","TAMS,  Indirapuram, Ghaziabad","Indirapuram","2","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","24027a43-f039-4f37-85a2-e0cef5e179f4","TAMS, Andheri West, Mumbai","Andheri","10","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","b389bce1-b476-4bb1-bf45-72a8c9272554","TAMS, Bannerghatta Road, Bengaluru","Bannerghatta","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","cf3efebd-8031-4da4-9405-bbc8e68b63b3","TAMS, Chembur, Mumbai","Chembur","2","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","bad84ea4-ce1a-4f76-be36-cf7af68f3b30","TAMS, Domlur, Bengaluru","Domlur","2","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","f1e81d20-c477-4dab-8349-e1eddbab6b6e","TAMS, Electronic City, Bengaluru","Electronic","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","23e4be73-4a79-404e-bf8c-9c4f30a0fada","TAMS, GCR, Gurugram","GCR","2","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","95c10d3d-7727-4ee8-be2e-acb4bc560417","TAMS, HSR Layout, Bengaluru","HSR","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","622635df-0ed4-4e40-8ded-a8445bf34a21","TAMS, Kalyan Nagar, Bengaluru","Kalyan Nagar","2","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","10345293-4204-43b4-9c8e-f78274923325","TAMS, Kalyani Nagar, Pune","Kalyani Nagar","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","ca0a4265-09b3-4c1f-8216-6ff5a21c69ef","TAMS, Koramangala","Koramangala","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","f67006c5-380f-4b41-aadf-ab3f0983d640","TAMS, Mira Raod","Mira Road","2","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","2d7e9862-5257-4b84-81f0-df40a6c3dd43","TAMS, Nagarbhavi, Bengaluru","Nagarbhavi","2","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","5261f006-30e9-4282-bc86-5927a101862b","TAMS, Pitampura, New Delhi","Pitampura","3","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","ecd7530a-82a5-4d50-9483-1b94adaca171","TAMS, Sadashiva Nagar, Bengaluru","Sadashiva","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","618b7202-5833-4768-9799-5a9d3eb9a8ef","TAMS, Sector 14, Faridabad","Faridabad","2","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","885ccdb7-e3c7-49f8-b5cc-c4a01291398d","TAMS, Sector 20, Noida","Noida20","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","1eaebe26-ac80-4280-8f86-006e6756aed3","TAMS, Sector 45,Gurugram","GGN45","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","a5268ae1-bfdc-4b6d-a2c1-67064f113047","TAMS, Vasant Kunj","Vasant Kunj","2","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","c9243bcc-034d-475f-b909-bfd8c27c577c","TAMS, Wakad, Pune","TAMS, Wakad, Pune","1","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","699f94b4-e930-4564-92b3-3264e23a69b1","TAMS, Whitefield, Bengaluru","Whitefield","4","1","Normal"
"Farmina N&D Prime Cat Grain Free Chicken & Pomegranate Kitten - 1.5kg","e3545331-d257-4250-9898-f2ebc20c899e","2fa4688d-f515-44fe-89f6-fdf8f2703194","TAMS, Yelahanka, Bengaluru","Yelahanka","1","1","Normal"
"Farmina Vet Life Cat Struvite Wet food - 85g","35dc35bd-e237-49b0-9546-497a3a9546e3","622635df-0ed4-4e40-8ded-a8445bf34999","InventoryDemo - TAMS","InventoryDemo - TAMS","5","1","Normal"
"Farmina Vet Life Cat Struvite Wet food - 85g","35dc35bd-e237-49b0-9546-497a3a9546e3","9d053fe8-d23c-41bd-981d-c1c16c6547fd","TAMS Borivali, Mumbai","Borivali","10","1","Normal"
"Farmina Vet Life Cat Struvite Wet food - 85g","35dc35bd-e237-49b0-9546-497a3a9546e3","bafd66a5-979f-41e1-860c-5f66eab991aa","TAMS,  DLF Galleria,Gurgaon","Galleria","12","1","Normal"
"Farmina Vet Life Cat Struvite Wet food - 85g","35dc35bd-e237-49b0-9546-497a3a9546e3","f1e81d20-c477-4dab-8349-e1eddbab6b6e","TAMS, Electronic City, Bengaluru","Electronic","11","1","Normal"
"Farmina Vet Life Cat Struvite Wet food - 85g","35dc35bd-e237-49b0-9546-497a3a9546e3","23e4be73-4a79-404e-bf8c-9c4f30a0fada","TAMS, GCR, Gurugram","GCR","2","1","Normal"
"Farmina Vet Life Cat Struvite Wet food - 85g","35dc35bd-e237-49b0-9546-497a3a9546e3","622635df-0ed4-4e40-8ded-a8445bf34a21","TAMS, Kalyan Nagar, Bengaluru","Kalyan Nagar","17","1","Normal"
"Farmina Vet Life Cat Struvite Wet food - 85g","35dc35bd-e237-49b0-9546-497a3a9546e3","5261f006-30e9-4282-bc86-5927a101862b","TAMS, Pitampura, New Delhi","Pitampura","11","1","Normal"
"Farmina Vet Life Cat Struvite Wet food - 85g","35dc35bd-e237-49b0-9546-497a3a9546e3","38f87819-210b-4634-95a1-329da288d91d","TAMS, Sohna Road, Gurugram","Sohna","19","1","Normal"
"Farmina Vet Life Cat Struvite Wet food - 85g","35dc35bd-e237-49b0-9546-497a3a9546e3","0af95382-a5d8-4ca9-ba19-492cc640a5bd","TAMS, Thane West Part A,Mumbai","Thane","23","1","Normal"
"Farmina Vet Life Cat Struvite Wet food - 85g","35dc35bd-e237-49b0-9546-497a3a9546e3","699f94b4-e930-4564-92b3-3264e23a69b1","TAMS, Whitefield, Bengaluru","Whitefield","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","622635df-0ed4-4e40-8ded-a8445bf34999","InventoryDemo - TAMS","InventoryDemo - TAMS","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","b5338db8-ebbb-435e-a6a7-6f7036bb2607","Nibble Kind, Goregaon, Mumbai","Goregaon","4","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","6ecb778d-a286-4e90-b9b7-1e101d6649d1","Nibble Kind, Lower Parel, Mumbai","Lower Parel","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","bfe98ce8-4649-4fda-a7fe-b0a9a927cff2","Nibble Kind, Mulund, Mumbai","Mulund","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","5d39e6cd-e768-4f2a-83b3-d49358d6b050","Nibble Kind, Powai, Mumbai","Powai","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","5d9b6915-e35a-4cdc-aaed-73243c9db120","Nibble Kind, Santacruz, Mumbai","Santacruz","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","9b8df3be-fa4d-44ae-9af0-6243d5bfb66b","Regal Bites, Adyar, Chennai","Adyar","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","c891cc18-2f3f-46d8-b92a-77f1231a275e","Regal Bites, Anna Nagar, Chennai","Anna Nagar","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","fffffcf3-2747-4fbf-9374-2af27fac8185","Regal Bites, Behala, Kolkata","Behala","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","310d0e35-cc74-4c90-8bdf-9106fd7b8be6","Regal Bites, Derawal","Derawal","5","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","eba50778-2ecd-49e5-a793-4be86cbb7126","Regal Bites, Dwarka Sector 17, New Delhi","Dwarka Sector 17","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","a5967b46-7218-41fe-9065-ad2399957069","Regal Bites, Paschim Vihar","Paschim Vihar","3","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","23c67496-bee5-4ff2-9304-07aca2ed814f","Regal Bites, Rohini Sec 24","Rohini Sec 24","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","c29302e7-538a-4b19-ad96-f41fd3c3a35f","Regal Bites, Rohini Sec-8","Rohini Sec-8","5","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","c97b23a8-f43d-4bdf-ac6b-309b9f422d57","Regal Bites, Sector 15, Gurugram","GGN15","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","bf1e48b1-1fc9-4ef2-b6aa-3b487c0f398b","Regal Bites, Southern Avenue, Kolkata","Southern Avenue","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","9d053fe8-d23c-41bd-981d-c1c16c6547fd","TAMS Borivali, Mumbai","Borivali","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","01039684-08ed-4b36-b903-da0eef54aad9","TAMS,  Banashankari, Bengaluru","Banashankari","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","bafd66a5-979f-41e1-860c-5f66eab991aa","TAMS,  DLF Galleria,Gurgaon","Galleria","10","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","ec15d076-faa7-4fda-a8de-eaf08b99a6ee","TAMS,  Indirapuram, Ghaziabad","Indirapuram","12","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","809f0723-41a6-40ec-b073-0bdc14e1afb1","TAMS, Anand Vihar, New Delhi","Anand Vihar","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","24027a43-f039-4f37-85a2-e0cef5e179f4","TAMS, Andheri West, Mumbai","Andheri","6","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","09d1cdc8-2d79-47bc-be00-95d70b983ffe","TAMS, Aundh, Pune","Aundh","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","974daff3-5c82-4459-a894-d6ff135ea881","TAMS, Banjara Hills, Hyderabad","Banjara Hills","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","b389bce1-b476-4bb1-bf45-72a8c9272554","TAMS, Bannerghatta Road, Bengaluru","Bannerghatta","3","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","cf3efebd-8031-4da4-9405-bbc8e68b63b3","TAMS, Chembur, Mumbai","Chembur","3","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","154bf161-2853-44d9-9239-61a2ab713aa9","TAMS, Defence Colony, New Delhi","Defence Colony","4","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","bad84ea4-ce1a-4f76-be36-cf7af68f3b30","TAMS, Domlur, Bengaluru","Domlur","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","f1e81d20-c477-4dab-8349-e1eddbab6b6e","TAMS, Electronic City, Bengaluru","Electronic","4","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","23e4be73-4a79-404e-bf8c-9c4f30a0fada","TAMS, GCR, Gurugram","GCR","16","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","ecffb8f2-b8e9-485d-b3b8-bcafc7d6ecbd","TAMS, Greater Kailash 1 ,New Delhi","Greater Kailash","5","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","95c10d3d-7727-4ee8-be2e-acb4bc560417","TAMS, HSR Layout, Bengaluru","HSR","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","622635df-0ed4-4e40-8ded-a8445bf34a21","TAMS, Kalyan Nagar, Bengaluru","Kalyan Nagar","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","ca0a4265-09b3-4c1f-8216-6ff5a21c69ef","TAMS, Koramangala","Koramangala","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","af52a7a1-87f5-4319-bbd1-8968695cf735","TAMS, Kukatpally, Hyderabad","Kukatpally","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","f67006c5-380f-4b41-aadf-ab3f0983d640","TAMS, Mira Raod","Mira Road","3","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","b781f237-1084-4cc5-a1f7-9e1c565d0ebe","TAMS, NIBM, Pune","NIBM","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","5261f006-30e9-4282-bc86-5927a101862b","TAMS, Pitampura, New Delhi","Pitampura","3","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","ecd7530a-82a5-4d50-9483-1b94adaca171","TAMS, Sadashiva Nagar, Bengaluru","Sadashiva","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","618b7202-5833-4768-9799-5a9d3eb9a8ef","TAMS, Sector 14, Faridabad","Faridabad","4","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","885ccdb7-e3c7-49f8-b5cc-c4a01291398d","TAMS, Sector 20, Noida","Noida20","3","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","1eaebe26-ac80-4280-8f86-006e6756aed3","TAMS, Sector 45,Gurugram","GGN45","4","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","c9243bcc-034d-475f-b909-bfd8c27c577b","TAMS, Sector 49, Noida","Noida49","15","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","0bdd16a9-6994-4e99-bfad-e774b846441e","TAMS, Sector 57,Gurugram","GGN57","7","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","41a9edb4-b74a-4a6a-a8eb-36d7d43fd768","TAMS, Sector 82A, Gurugram","GGN82A","3","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","0d23ce66-dc7a-4391-8e71-b79a24d71ee1","TAMS, Secunderabad, Hyderabad","Secunderabad","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","38f87819-210b-4634-95a1-329da288d91d","TAMS, Sohna Road, Gurugram","Sohna","15","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","0af95382-a5d8-4ca9-ba19-492cc640a5bd","TAMS, Thane West Part A,Mumbai","Thane","5","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","d217369d-92cd-4196-be25-559d46b1b5b5","TAMS, Thane West, Mumbai","Thane","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","a5268ae1-bfdc-4b6d-a2c1-67064f113047","TAMS, Vasant Kunj","Vasant Kunj","2","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","c9243bcc-034d-475f-b909-bfd8c27c577c","TAMS, Wakad, Pune","TAMS, Wakad, Pune","1","1","Normal"
"Farmina Vet Life Dog Gastrointestinal - 2kg","bf283a0b-c4f0-4b2d-83d1-3f1de1246541","699f94b4-e930-4564-92b3-3264e23a69b1","TAMS, Whitefield, Bengaluru","Whitefield","3","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","adc0b1de-bae8-4b42-818c-d8d5486af130","Blue7Vets, Borivali, Mumbai","Borivali","8","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","9805d59b-7552-41d0-a161-7b4837b04999","InventoryDemo - Clinic","InventoryDemo - Clinic","13","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","b3694e6b-420a-4209-a16c-40b3640e1b31","Vetic Pet Care, Dwarka Sector 17, New Delhi","Dwarka Sector 17","4","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","2baedc1f-24c3-4309-b8c4-b41b49e3dee7","Vetic Pet Care, SDA Market, New Delhi","SDA Market","1","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","e0366c71-c8bb-4002-9235-b803ccaf9725","Vetic Pet Clinic Whitefield, Bengaluru","Whitefield","2","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","d6d02e07-b637-4fa7-95e9-d89b07d35473","Vetic Pet Clinic, Anand Vihar","Anand Vihar","1","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","6a8abb45-704f-46e3-91a2-8b4e12694581","Vetic Pet Clinic, Banashankari","Banashankari","2","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","89a84d23-93b8-45aa-9df0-01c4dddc73af","Vetic Pet Clinic, Defence Colony","Defence Colony","1","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","bfbf7778-fa29-11ed-a6b5-027b5103e28a","Vetic Pet Clinic, DLF Galleria Market","Galleria","1","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","9805d59b-7552-41d0-a161-7b4837b046bf","Vetic Pet Clinic, Domlur, Bengaluru","Domlur","3","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","910d866c-2384-11ed-8ca0-1e00da26098a","Vetic Pet Clinic, Golf Course Road","GCR","2","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","af52a7a1-87f5-4319-bbd1-7968695cf734","Vetic Pet Clinic, Kukatpally","Kukatpally","1","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","e9c82444-fa2d-11ed-a6b5-027b5103e28a","Vetic Pet Clinic, Malviya Nagar Delhi","Malviya Nagar","1","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","166b3bc5-9a50-49b8-a37e-e1d1e5e263fc","Vetic Pet Clinic, Manikonda","Manikonda","1","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","72bd3b2b-1533-4c69-a0b5-88410446da89","Vetic Pet Clinic, Nagarbhavi","Nagarbhavi","2","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","457833ce-addf-480f-a00a-44414b5bc82b","Vetic Pet Clinic, Noida Sec 20","Noida20","1","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","56c150de-fa2f-4bf9-ab42-542cea6f4c0f","Vetic Pet Clinic, Pitampura","Pitampura","1","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","76c84f6d-24b8-4746-81bc-59f810f2f979","Vetic Pet Clinic, Sadashiva Nagar","Sadashiva","1","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","7f5f4ef0-3a68-11ed-9f48-027b5103e28a","Vetic Pet Clinic, Sector 45","GGN45","2","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","27d2164d-8161-498f-9d9b-aea61820e26f","Vetic Pet Clinic, Sector 49 Noida","Noida49","10","1","Normal"
"Fipronil 9.8%+S-Methoprene 8.8% Fiprofort - 10-20Kg - Spot on - per pipette","1b2b4fe8-782a-4645-ad8e-a2306cebbcea","433d378a-d915-4d89-a94e-2269e3ad1b3b","Vetic Pet Clinic, Wakad, Pune","Vetic Pet Clinic, Wakad, Pune","4","1","Normal"
